rank,candidate_id,final_score,semantic_fit_score,skills_match_score,experience_fit_score,employer_tier_score,location_fit_score,behavioral_reliability_multiplier,profile_completeness,applied_penalties,reasoning
86,CAND_0051292,0.2653,0.6435,0.4,0.85,0.58,0.3,0.4862,1.0,none,"Shreya Chatterjee brings 5y of ML/AI experience, most recently at Freshworks as Applied ML Engineer. Strong hands-on match on RAG, pgvector, Elasticsearch. Based in Trivandrum, Kerala. Available in 30 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
87,CAND_0078002,0.2631,0.6317,0.4148,1.0,0.6959,0.3,0.5629,1.0,consulting_penalty,"Reyansh Sharma brings 6y of ML/AI experience, most recently at Meta as Machine Learning Engineer. Strong hands-on match on TensorFlow, pgvector, Deep Learning. Based in Coimbatore, Tamil Nadu. Available in 60 days · Active GitHub contributor. Note: includes consulting history."
88,CAND_0082882,0.2605,0.525,0.2844,1.0,0.7376,0.65,0.4956,1.0,consulting_penalty,"Nikhil Bansal brings 7y of ML/AI experience, most recently at Razorpay as Senior Data Engineer. Strong hands-on match on MLflow, FAISS, RAG. Based in Kolkata, West Bengal. Available in 30 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
89,CAND_0014440,0.2595,0.6229,0.4107,1.0,0.8263,0.65,0.4189,1.0,none,"Ananya Singh brings 6y of ML/AI experience, most recently at CRED as Recommendation Systems Engineer. Strong hands-on match on Milvus, Qdrant, TensorFlow. Based in Chennai, Tamil Nadu. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness."
90,CAND_0028284,0.2592,0.6322,0.121,0.1,0.5,0.85,0.5508,1.0,none,"Saanvi Saxena brings 1y of ML/AI experience, most recently at Wayne Enterprises as Civil Engineer. Strong hands-on match on Pinecone, Sentence Transformers, FAISS. Willing to relocate from Vizag, Andhra Pradesh. Available in 30 days · Active GitHub contributor. Note: recent inactivity."
91,CAND_0007052,0.2541,0.6564,0.4247,1.0,0.5692,1.0,0.4582,0.8,none,"Nisha Bansal brings 6y of ML/AI experience, most recently at Unacademy as ML Engineer. Strong hands-on match on Elasticsearch, RAG, Weaviate. Based in Pune, Maharashtra. Available in 60 days. Note: recent inactivity."
92,CAND_0098217,0.2537,0.503,0.3091,1.0,0.6632,1.0,0.4528,1.0,none,"Kavya Bansal brings 6y of ML/AI experience, most recently at Glance as ML Engineer. Strong hands-on match on MLflow, Pinecone, FAISS. Based in Noida, Uttar Pradesh. Available in 45 days · Active GitHub contributor. Note: recent inactivity."
93,CAND_0047542,0.2533,0.6769,0.1959,0.85,0.5,1.0,0.4909,1.0,none,"Anil Nair brings 5y of ML/AI experience, most recently at Meesho as Senior Software Engineer (ML). Strong hands-on match on Weaviate, pgvector, MLflow. Willing to relocate from Chennai, Tamil Nadu. Available in 45 days. Note: recent inactivity."
94,CAND_0083879,0.2533,0.6451,0.4149,1.0,0.8417,1.0,0.4395,0.8,none,"Mira Reddy brings 7y of ML/AI experience, most recently at Ola as Machine Learning Engineer. Strong hands-on match on Sentence Transformers, Milvus, scikit-learn. Based in Noida, Uttar Pradesh. Available in 30 days. Note: lower recruiter responsiveness, recent inactivity."
95,CAND_0016317,0.251,0.6091,0.179,1.0,0.5,0.3,0.4418,0.85,none,"Arnav Iyer brings 6y of ML/AI experience, most recently at Acme Corp as Project Manager. Strong hands-on match on Sentence Transformers, FAISS, Information Retrieval. Based in Ahmedabad, Gujarat. Available in 60 days · Active GitHub contributor."
96,CAND_0091909,0.2508,0.6493,0.5663,1.0,0.689,1.0,0.3503,1.0,none,"Pooja Tiwari brings 6y of ML/AI experience, most recently at Rephrase.ai as Machine Learning Engineer. Strong hands-on match on scikit-learn, Pinecone, Sentence Transformers. Willing to relocate from Bangalore, Karnataka. Available in 45 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
97,CAND_0007567,0.2507,0.6305,0.2361,1.0,0.5542,0.85,0.4312,1.0,none,"Ved Goyal brings 6y of ML/AI experience, most recently at Niramai as AI Specialist. Strong hands-on match on PyTorch, Sentence Transformers, FAISS. Willing to relocate from Kochi, Kerala. Available in 60 days · Active GitHub contributor. Note: recent inactivity."
98,CAND_0014439,0.2495,0.613,0.2017,0.1,0.5,0.85,0.4965,1.0,none,"Om Sen brings 2y of ML/AI experience, most recently at Globex Inc as Civil Engineer. Strong hands-on match on Docker, FAISS, Pinecone. Willing to relocate from Jaipur, Rajasthan. Available in 30 days · Active GitHub contributor. Note: lower recruiter responsiveness."
99,CAND_0064270,0.2494,0.6804,0.4239,0.6,0.574,1.0,0.4879,0.8,none,"Anil Rao brings 4y of ML/AI experience, most recently at Verloop.io as Applied ML Engineer. Strong hands-on match on BM25, Elasticsearch, PyTorch. Willing to relocate from Pune, Maharashtra. Available in 45 days. Note: recent inactivity."
100,CAND_0040117,0.247,0.6038,0.3482,1.0,0.8649,0.3,0.5082,0.8,none,"Aisha Sen brings 6y of ML/AI experience, most recently at PhonePe as Recommendation Systems Engineer. Strong hands-on match on RAG, FAISS, BM25. Based in Vizag, Andhra Pradesh. Available in 15 days. Note: lower recruiter responsiveness, recent inactivity."
101,CAND_0083852,0.2465,0.6275,0.4646,1.0,0.5451,0.85,0.374,1.0,none,"Reyansh Banerjee brings 6y of ML/AI experience, most recently at Mad Street Den as Data Scientist. Strong hands-on match on Pinecone, PyTorch, Qdrant. Willing to relocate from Ahmedabad, Gujarat. Available in 90 days · Active GitHub contributor. Note: longer notice period."
102,CAND_0091745,0.2457,0.6345,0.3185,0.85,0.6743,1.0,0.4505,1.0,none,"Karan Agarwal brings 5y of ML/AI experience, most recently at Locobuzz as Junior ML Engineer. Strong hands-on match on MLflow, Deep Learning, PyTorch. Willing to relocate from Pune, Maharashtra. Available in 30 days · Active GitHub contributor. Note: lower recruiter responsiveness."
103,CAND_0099675,0.2447,0.5432,0.3292,0.35,0.6,0.3,0.6006,1.0,none,"Aditya Malhotra brings 3y of ML/AI experience, most recently at Locobuzz as Junior ML Engineer. Strong hands-on match on Weaviate, PyTorch, Pinecone. Based in Kochi, Kerala. Available in 60 days · Active GitHub contributor."
104,CAND_0043228,0.2425,0.6813,0.3107,1.0,0.545,0.65,0.41,1.0,none,"Kiara Sen brings 6y of ML/AI experience, most recently at Zoho as Applied ML Engineer. Strong hands-on match on Sentence Transformers, pgvector, Weaviate. Based in Chennai, Tamil Nadu. Available in 30 days · Active GitHub contributor. Note: lower recruiter responsiveness."
105,CAND_0094728,0.242,0.6927,0.393,1.0,0.6831,1.0,0.3672,1.0,none,"Ritu Singh brings 6y of ML/AI experience, most recently at Swiggy as AI Specialist. Strong hands-on match on BM25, RAG, pgvector. Willing to relocate from Chennai, Tamil Nadu. Available in 30 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
106,CAND_0051466,0.2409,0.6328,0.3951,0.85,0.5645,0.3,0.4254,1.0,none,"Krishna Gupta brings 5y of ML/AI experience, most recently at Niramai as AI Research Engineer. Strong hands-on match on PyTorch, BM25, Weaviate. Based in Trivandrum, Kerala. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
107,CAND_0068811,0.2398,0.6872,0.4,1.0,0.6137,1.0,0.4158,1.0,none,"Krishna Mittal brings 8y of ML/AI experience, most recently at Freshworks as Applied ML Engineer. Strong hands-on match on Pinecone, TensorFlow, Qdrant. Willing to relocate from Pune, Maharashtra. Available in 30 days. Note: lower recruiter responsiveness."
108,CAND_0001819,0.2386,0.6617,0.3013,0.6,0.4279,0.85,0.4909,1.0,consulting_penalty,"Ritu Hegde brings 4y of ML/AI experience, most recently at Genpact AI as ML Engineer. Strong hands-on match on Weaviate, RAG, PyTorch. Willing to relocate from Coimbatore, Tamil Nadu. Available in 60 days · Active GitHub contributor. Note: includes consulting history."
109,CAND_0060472,0.2375,0.5376,0.3782,0.6,0.6,1.0,0.5005,0.8,none,"Pari Gupta brings 4y of ML/AI experience, most recently at Paytm as Computer Vision Engineer. Strong hands-on match on Deep Learning, Weaviate, MLflow. Willing to relocate from Chennai, Tamil Nadu. Available in 30 days. Note: lower recruiter responsiveness, recent inactivity."
110,CAND_0065890,0.2366,0.5392,0.1222,0.6,0.5,1.0,0.4697,1.0,none,"Priya Dalal brings 4y of ML/AI experience, most recently at Dunder Mifflin as Business Analyst. Strong hands-on match on FastAPI, Kubernetes, Sentence Transformers. Willing to relocate from Noida, Uttar Pradesh. Available in 30 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
111,CAND_0000969,0.2364,0.5943,0.2667,0.85,0.5385,0.3,0.5544,0.8,none,"Dhruv Pillai brings 5y of ML/AI experience, most recently at Vedantu as AI Specialist. Strong hands-on match on Elasticsearch, TensorFlow, RAG. Based in Coimbatore, Tamil Nadu. Available in 60 days."
112,CAND_0018094,0.2342,0.6362,0.1799,0.85,0.5581,0.65,0.4516,1.0,none,"Pranav Mehta brings 5y of ML/AI experience, most recently at Mad Street Den as ML Engineer. Strong hands-on match on Kubernetes, Information Retrieval, Pinecone. Based in Bangalore, Karnataka. Available in 45 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
113,CAND_0044222,0.2315,0.7225,0.3997,1.0,0.5,0.3,0.3927,1.0,none,"Dev Shah brings 7y of ML/AI experience, most recently at PolicyBazaar as AI Engineer. Strong hands-on match on Deep Learning, Qdrant, BM25. Based in Vizag, Andhra Pradesh. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness."
114,CAND_0082760,0.231,0.5699,0.428,0.35,0.5179,1.0,0.425,1.0,none,"Nikhil Sen brings 3y of ML/AI experience, most recently at InMobi as ML Engineer. Strong hands-on match on MLflow, scikit-learn, Qdrant. Willing to relocate from Bangalore, Karnataka. Available in 30 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
115,CAND_0025640,0.2302,0.6386,0.2969,0.85,0.3614,0.3,0.8135,0.8,consulting_penalty,"Anjali Kapoor brings 5y of ML/AI experience, most recently at HCL as AI Research Engineer. Strong hands-on match on FAISS, Elasticsearch, Information Retrieval. Based in Jaipur, Rajasthan. Available in 30 days. Note: includes consulting history."
116,CAND_0023458,0.2298,0.6279,0.2556,0.85,0.53,0.3,0.4516,1.0,none,"Ira Kumar brings 5y of ML/AI experience, most recently at BYJU'S as AI Research Engineer. Strong hands-on match on BM25, RAG, Sentence Transformers. Based in Chandigarh, Chandigarh. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
117,CAND_0015967,0.229,0.6812,0.2432,0.85,0.825,1.0,0.4208,1.0,none,"Advik Sethi brings 5y of ML/AI experience, most recently at Razorpay as Senior Software Engineer (ML). Strong hands-on match on Deep Learning, TensorFlow, Pinecone. Willing to relocate from Hyderabad, Telangana. Available in 30 days. Note: lower recruiter responsiveness."
118,CAND_0053695,0.2273,0.6272,0.4002,0.85,0.3956,0.3,0.561,1.0,consulting_penalty,"Sanjay Sharma brings 5y of ML/AI experience, most recently at Meesho as Recommendation Systems Engineer. Strong hands-on match on Pinecone, pgvector, TensorFlow. Based in Bhubaneswar, Odisha. Available in 15 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
119,CAND_0048375,0.2266,0.6071,0.1317,0.6,0.5,0.3,0.4889,1.0,none,"Kiara Iyer brings 4y of ML/AI experience, most recently at Saarthi.ai as Computer Vision Engineer. Strong hands-on match on Weaviate, Information Retrieval, Pinecone. Based in Indore, Madhya Pradesh. Available in 60 days · Active GitHub contributor. Note: recent inactivity."
120,CAND_0088240,0.2244,0.5202,0.1996,1.0,0.4615,1.0,0.4752,1.0,consulting_penalty,"Om Shah brings 7y of ML/AI experience, most recently at Hooli as Content Writer. Strong hands-on match on Pinecone, Information Retrieval, RAG. Willing to relocate from Bangalore, Karnataka. Available in 30 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness."
121,CAND_0058463,0.2233,0.5993,0.2832,1.0,0.6652,1.0,0.4335,0.8,none,"Reyansh Saxena brings 7y of ML/AI experience, most recently at Zoho as Senior Software Engineer. Strong hands-on match on Sentence Transformers, Pinecone, Deep Learning. Willing to relocate from Kolkata, West Bengal. Available in 30 days. Note: lower recruiter responsiveness, recent inactivity."
122,CAND_0010603,0.2227,0.6248,0.2288,0.85,0.5,0.65,0.4136,1.0,none,"Aisha Desai brings 5y of ML/AI experience, most recently at BYJU'S as ML Engineer. Strong hands-on match on pgvector, Information Retrieval, Deep Learning. Based in Bangalore, Karnataka. Available in 90 days · Active GitHub contributor. Note: longer notice period."
123,CAND_0077261,0.2214,0.6836,0.1626,0.85,0.5,0.3,0.4366,1.0,none,"Shaurya Krishnan brings 5y of ML/AI experience, most recently at Meesho as AI Specialist. Strong hands-on match on RAG, pgvector, TensorFlow. Based in Chandigarh, Chandigarh. Available in 60 days · Active GitHub contributor. Note: recent inactivity."
124,CAND_0064331,0.2212,0.6522,0.1996,0.6,0.8,0.3,0.518,0.8,none,"Saanvi Iyer brings 4y of ML/AI experience, most recently at Swiggy as Senior Software Engineer (ML). Strong hands-on match on Sentence Transformers, TensorFlow, Information Retrieval. Based in Jaipur, Rajasthan. Available in 30 days. Note: recent inactivity."
125,CAND_0026913,0.2211,0.6748,0.2301,0.35,0.5,0.85,0.422,0.85,none,"Tanya Pillai brings 3y of ML/AI experience, most recently at Ola as AI Specialist. Strong hands-on match on scikit-learn, TensorFlow, MLflow. Willing to relocate from Chandigarh, Chandigarh. Available in 60 days · Active GitHub contributor. Note: recent inactivity."
126,CAND_0084090,0.2166,0.566,0.2441,0.35,0.513,0.3,0.5698,1.0,none,"Anjali Bhatia brings 3y of ML/AI experience, most recently at Ola as Junior ML Engineer. Strong hands-on match on Qdrant, MLflow, TensorFlow. Based in Indore, Madhya Pradesh. Available in 60 days."
127,CAND_0051004,0.2143,0.6468,0.3469,0.6,0.7714,1.0,0.3834,1.0,none,"Vivaan Arora brings 4y of ML/AI experience, most recently at CRED as Senior Data Scientist. Strong hands-on match on PyTorch, Qdrant, Docker. Willing to relocate from Delhi, Delhi. Available in 15 days · Active GitHub contributor. Note: lower recruiter responsiveness."
128,CAND_0011383,0.2128,0.6095,0.0774,1.0,0.5526,1.0,0.4105,1.0,none,"Naina Shetty brings 6y of ML/AI experience, most recently at Wayne Enterprises as Mechanical Engineer. Strong hands-on match on Information Retrieval, FAISS, RAG. Willing to relocate from Noida, Uttar Pradesh. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
129,CAND_0018454,0.2123,0.587,0.3111,0.6,0.6,0.65,0.4743,0.65,none,"Suresh Saxena brings 4y of ML/AI experience, most recently at Locobuzz as Data Scientist. Strong hands-on match on Milvus, Deep Learning, Kubernetes. Based in Chennai, Tamil Nadu. Available in 30 days. Note: lower recruiter responsiveness, incomplete profile details."
130,CAND_0079629,0.2118,0.5215,0.1626,0.35,0.4773,1.0,0.51,1.0,consulting_penalty,"Ananya Pandey brings 12y of ML/AI experience, most recently at Stark Industries as Content Writer. Strong hands-on match on Kubernetes, Sentence Transformers, Pinecone. Based in Delhi, Delhi. Available in 30 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
131,CAND_0080051,0.2112,0.5712,0.1823,0.85,0.6,1.0,0.4158,1.0,none,"Arjun Iyer brings 5y of ML/AI experience, most recently at Niramai as Data Scientist. Strong hands-on match on Information Retrieval, MLflow, PyTorch. Based in Gurgaon, Haryana. Available in 30 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
132,CAND_0068856,0.2083,0.4988,0.1878,0.85,0.6198,0.3,0.4343,1.0,none,"Karan Rao brings 8y of ML/AI experience, most recently at Pied Piper as .NET Developer. Strong hands-on match on FAISS, Kubernetes, Sentence Transformers. Based in Kochi, Kerala. Available in 60 days · Active GitHub contributor."
133,CAND_0030953,0.2061,0.6697,0.2692,1.0,0.5337,0.65,0.3748,1.0,none,"Dhruv Hegde brings 7y of ML/AI experience, most recently at Nykaa as Search Engineer. Strong hands-on match on Qdrant, Weaviate, pgvector. Based in Chennai, Tamil Nadu. Available in 45 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
134,CAND_0022415,0.2057,0.6433,0.2078,0.35,0.6947,0.85,0.4182,1.0,none,"Vivaan Malhotra brings 3y of ML/AI experience, most recently at Observe.AI as AI Research Engineer. Strong hands-on match on Elasticsearch, Sentence Transformers, pgvector. Willing to relocate from Coimbatore, Tamil Nadu. Available in 45 days · Active GitHub contributor. Note: recent inactivity."
135,CAND_0044855,0.2048,0.6489,0.3482,1.0,0.6795,0.85,0.3391,1.0,none,"Kavya Joshi brings 6y of ML/AI experience, most recently at Flipkart as Senior Data Scientist. Strong hands-on match on Information Retrieval, Qdrant, Pinecone. Willing to relocate from Coimbatore, Tamil Nadu. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness."
